Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1021	12986565	n/a	0	0	C7	N	0	01000000010	536	348	43.3	4.00	11.9	65532	536	n/a	30908	536	n/a	2388	526	n/a	3640	522	n/a	
1022	12986697	n/a	0	0	C7	N	0	01000000010	1026	595	45.0	3.85	9.70	62704	1026	n/a	41460	962	n/a	3196	952	n/a	3804	976	n/a	
1023	12986731	n/a	0	0	C7	N	0	01000000010	662	334	39.4	3.46	9.12	65532	662	n/a	28640	662	n/a	2204	638	n/a	3168	652	n/a	
1024	12986822	n/a	0	0	C7	N	0	00000000000	168	10.4	0.18	0.05	0.84	5764	168	n/a	232	168	n/a	60	162	n/a	644	168	n/a	
1025	12986847	n/a	0	0	C7	N	0	01000000010	906	440	30.2	2.78	8.16	65532	906	n/a	23968	906	n/a	1864	894	n/a	2276	892	n/a	
1026	12986948	n/a	0	0	C7	N	0	01000000010	696	444	24.0	2.44	10.2	65532	696	n/a	19660	664	n/a	1716	646	n/a	4664	666	n/a	
1027	12987077	n/a	0	0	C7	N	0	01000000010	912	538	23.8	2.31	7.38	65532	912	n/a	23864	912	n/a	1900	900	n/a	2152	904	n/a	
1028	12987257	n/a	0	0	C7	N	0	01000000010	842	454	28.8	2.73	8.69	65532	842	n/a	30280	824	n/a	2408	810	n/a	3344	826	n/a	
1029	12987283	n/a	0	0	C7	N	0	00000000000	124	16.8	0.32	0.03	0.07	18700	124	n/a	484	124	n/a	60	116	n/a	124	114	n/a	
1030	12987520	n/a	0	0	C7	N	0	01000000010	618	237	22.5	1.90	3.40	45640	618	n/a	31336	590	n/a	2428	576	n/a	2840	582	n/a	
1031	12987641	n/a	0	0	C7	N	0	01000000010	862	543	27.1	2.65	9.80	65532	862	n/a	29428	862	n/a	2316	860	n/a	3132	860	n/a	
1032	12987650	n/a	0	0	C7	N	0	01000000010	410	244	26.1	2.26	4.48	65532	410	n/a	65532	410	n/a	5956	410	n/a	7852	406	n/a	
1033	12988471	n/a	0	0	C7	N	0	01000000010	868	481	45.3	3.99	10.2	58408	868	n/a	51592	868	n/a	4008	862	n/a	5132	864	n/a	
1034	12988979	n/a	0	0	C7	N	0	00000011000	60	13.3	0.08	0.02	0.06	30144	60	n/a	196	60	n/a	64	52	n/a	192	58	n/a	
1035	12989278	n/a	0	0	C7	N	0	01000000010	864	614	42.3	4.55	12.3	65532	864	n/a	65532	822	n/a	8612	826	n/a	10484	830	n/a	
1036	12989991	n/a	0	0	C7	N	0	01000000010	900	455	28.2	2.64	9.09	59644	900	n/a	33632	872	n/a	2616	864	n/a	3696	886	n/a	
1037	12990921	n/a	0	0	C7	N	0	01000000010	956	573	27.2	2.61	8.48	65532	956	n/a	21244	956	n/a	1704	956	n/a	2100	954	n/a	
1038	12992070	n/a	0	0	C7	N	0	01000000010	696	444	38.7	3.56	9.67	65532	696	n/a	65532	678	n/a	5808	678	n/a	7156	672	n/a	
1039	12992536	n/a	0	0	C7	N	0	00000000000	94	15.1	0.28	0.03	0.04	18548	94	n/a	596	94	n/a	72	74	n/a	124	76	n/a	
1040	12993479	n/a	0	0	C7	N	0	00000011000	62	9.28	0.10	0.02	0.04	17772	62	n/a	224	62	n/a	40	54	n/a	104	54	n/a	
1041	12998529	n/a	0	0	C7	N	0	01000000010	880	506	41.5	3.72	9.52	65532	880	n/a	65532	880	n/a	5556	872	n/a	6512	872	n/a	
1042	13015735	n/a	0	0	C8	N	0	00000011100	66	4.40	0.03	0.01	0.01	6868	66	n/a	64	66	n/a	32	34	n/a	76	34	n/a	
1043	13033934	n/a	0	0	C9	N	0	01000000010	992	666	38.7	3.66	12.1	65532	992	n/a	42404	992	n/a	3320	988	n/a	4264	986	n/a	
1044	13034461	n/a	0	0	C9	N	0	00000000000	128	21.6	0.17	0.02	0.02	20756	128	n/a	248	128	n/a	40	96	n/a	52	82	n/a	
1045	13034867	n/a	0	0	C9	N	0	01000000010	766	434	32.1	2.87	7.36	65532	766	n/a	63008	766	n/a	4924	754	n/a	6428	758	n/a	
1046	13034950	n/a	0	0	C9	N	0	10000000000	160	13.5	0.25	0.05	0.07	8668	160	n/a	348	160	n/a	64	140	n/a	84	140	n/a	
1047	13035137	n/a	0	0	C9	N	0	00000011100	66	10.3	0.13	0.02	0.05	20340	66	n/a	332	66	n/a	44	58	n/a	180	54	n/a	
1048	13035137	n/a	0	0	C9	N	0	00000011100	64	11.1	0.18	0.03	0.04	22980	64	n/a	504	64	n/a	68	60	n/a	140	60	n/a	
1049	13035139	n/a	0	0	C9	N	0	00000011100	66	7.29	0.08	0.02	0.03	12080	66	n/a	188	62	n/a	48	56	n/a	80	62	n/a	
1050	13035278	n/a	0	0	C9	N	0	01000000010	786	449	45.9	4.27	10.9	65532	786	n/a	65532	786	n/a	7164	786	n/a	9092	784	n/a	
1051	13035284	n/a	0	0	C9	N	0	01000000010	712	460	31.1	2.93	9.03	65532	712	n/a	35868	712	n/a	2776	712	n/a	3920	712	n/a	
1052	13035342	n/a	0	0	C9	N	0	01000000010	520	264	33.7	2.75	4.84	65532	520	n/a	44692	520	n/a	3444	518	n/a	4332	512	n/a	
1053	13035372	n/a	0	0	C9	N	0	01000000010	930	546	36.5	3.35	11.2	65532	930	n/a	34888	890	n/a	2760	876	n/a	3756	886	n/a	
1054	13035528	n/a	0	0	C9	N	0	01000000010	890	595	39.7	3.63	10.1	65532	890	n/a	40420	890	n/a	3148	878	n/a	3980	868	n/a	
1055	13035723	n/a	0	0	C9	N	0	01000000010	418	260	53.3	4.60	11.1	65532	418	n/a	51324	414	n/a	4076	392	n/a	6580	394	n/a	
1056	13035801	n/a	0	0	C9	N	0	01000000010	836	453	54.8	4.73	12.2	65532	836	n/a	46804	758	n/a	3752	760	n/a	7792	764	n/a	
1057	13035935	n/a	0	0	C9	N	0	01000000010	968	544	36.7	3.48	11.9	65532	968	n/a	30388	968	n/a	2420	948	n/a	2772	968	n/a	
1058	13035971	n/a	0	0	C9	N	0	01000000010	936	484	46.9	4.05	10.0	60312	936	n/a	43384	936	n/a	3400	932	n/a	4200	926	n/a	
1059	13036008	n/a	0	0	C9	N	0	01000000010	748	471	39.9	4.32	10.9	65532	748	n/a	65532	732	n/a	8872	724	n/a	10676	732	n/a	
1060	13036150	n/a	0	0	C9	N	0	01000000010	776	447	29.6	2.76	8.63	65532	776	n/a	37424	776	n/a	2948	742	n/a	3640	760	n/a	
1061	13036354	n/a	0	0	C9	N	0	01000000010	776	575	47.5	4.27	11.5	65532	776	n/a	51068	776	n/a	4052	772	n/a	5080	764	n/a	
1062	13036404	n/a	0	0	C9	N	0	01000000010	598	249	35.4	2.97	6.67	49496	598	n/a	48628	574	n/a	3740	558	n/a	4056	578	n/a	
1063	13036424	n/a	0	0	C9	N	0	01000000010	590	341	26.1	2.44	7.70	65532	590	n/a	18444	590	n/a	1500	590	n/a	2488	590	n/a	
1064	13036446	n/a	0	0	C9	N	0	01000000010	848	506	36.7	3.30	8.94	64252	848	n/a	42012	810	n/a	3264	800	n/a	4140	814	n/a	
1065	13036480	n/a	0	0	C9	N	0	01000000010	832	539	41.0	3.76	10.8	65532	832	n/a	39264	832	n/a	3096	826	n/a	3764	826	n/a	
1066	13036543	n/a	0	0	C9	N	0	01000000010	660	399	42.4	3.71	10.7	65532	660	n/a	46180	660	n/a	3588	658	n/a	4144	656	n/a	
1067	13036550	n/a	0	0	C9	N	0	01000000010	722	456	46.0	4.17	11.5	65532	722	n/a	40388	722	n/a	3196	720	n/a	4144	718	n/a	
1068	13036551	n/a	0	0	C9	N	0	01001000010	866	530	43.4	4.12	15.7	62984	866	n/a	41164	866	n/a	3272	858	n/a	4596	856	n/a	
1069	13036599	n/a	0	0	C9	N	0	01001000010	708	502	43.5	4.41	19.6	65532	708	n/a	37800	708	n/a	3036	698	n/a	4868	702	n/a	
1070	13036675	n/a	0	0	C9	N	0	01000000010	732	380	38.1	3.20	6.75	54972	732	n/a	46180	696	n/a	3620	666	n/a	4368	692	n/a	
1071	13036708	n/a	0	0	C9	N	0	01000000010	708	442	36.1	3.23	8.66	63984	708	n/a	47364	708	n/a	3700	708	n/a	4640	702	n/a	
1072	13036742	n/a	0	0	C9	N	0	01000000010	758	286	25.9	2.13	4.45	40752	758	n/a	27800	734	n/a	2180	718	n/a	2888	746	n/a	
1073	13036765	n/a	0	0	C9	N	0	01000000010	604	351	38.7	3.37	8.81	65532	604	n/a	28232	604	n/a	2152	564	n/a	3392	584	n/a	
1074	13036884	n/a	0	0	C9	N	0	01000000010	876	454	42.6	3.72	9.96	52632	876	n/a	42844	876	n/a	3284	868	n/a	4192	868	n/a	
1075	13036962	n/a	0	0	C9	N	0	01000000010	558	187	22.7	1.90	3.16	41172	558	n/a	35748	552	n/a	2800	542	n/a	3228	530	n/a	
1076	13037056	n/a	0	0	C9	N	0	01000000010	760	355	32.3	2.76	6.32	46572	760	n/a	36692	736	n/a	2852	718	n/a	3640	722	n/a	
1077	13037067	n/a	0	0	C9	N	0	01000000010	912	510	45.4	3.88	9.38	64596	912	n/a	44160	864	n/a	3444	880	n/a	4376	896	n/a	
1078	13037081	n/a	0	0	C9	N	0	01000000010	598	409	40.9	3.52	7.64	65532	598	n/a	65532	598	n/a	5644	598	n/a	6752	594	n/a	
1079	13037085	n/a	0	0	C9	N	0	01000000010	922	535	41.3	3.65	10.3	65532	922	n/a	46508	876	n/a	3680	864	n/a	4688	890	n/a	
1080	13037094	n/a	0	0	C9	N	0	01000000010	812	422	33.3	2.93	6.84	65532	812	n/a	65532	812	n/a	5312	800	n/a	6488	806	n/a	
1081	13037099	n/a	0	0	C9	N	0	01000000010	528	343	46.9	4.19	11.9	65532	528	n/a	39132	528	n/a	3116	526	n/a	3796	524	n/a	
1082	13037135	n/a	0	0	C9	N	0	01000000010	962	590	39.7	3.55	9.53	61788	962	n/a	37464	962	n/a	2876	940	n/a	3508	948	n/a	
1083	13037199	n/a	0	0	C9	N	0	00000000000	84	25.9	0.20	0.03	0.15	47216	84	n/a	472	82	n/a	88	70	n/a	304	76	n/a	
1084	13037265	n/a	0	0	C9	N	0	01000000010	602	174	13.1	1.17	2.39	31992	602	n/a	17228	602	n/a	1364	582	n/a	1568	582	n/a	
1085	13037289	n/a	0	0	C9	N	0	01000000010	540	300	27.9	2.48	5.85	65532	540	n/a	63796	532	n/a	5084	522	n/a	6556	534	n/a	
1086	13037346	n/a	0	0	C9	N	0	01000000010	644	387	32.7	3.04	9.51	65532	644	n/a	26536	644	n/a	2040	624	n/a	4480	632	n/a	
1087	13037350	n/a	0	0	C9	N	0	01000000010	462	273	42.2	3.89	11.6	65532	462	n/a	65532	462	n/a	5520	444	n/a	7728	448	n/a	
1088	13037357	n/a	0	0	C9	N	0	01000000010	768	263	25.7	2.30	5.95	65532	768	n/a	19196	768	n/a	1516	766	n/a	1996	768	n/a	
1089	13037364	n/a	0	0	C9	N	0	01000000010	902	594	47.9	4.26	12.0	65532	902	n/a	44048	902	n/a	3448	902	n/a	4460	902	n/a	
1090	13037397	n/a	0	0	C9	N	0	01000000010	838	449	37.3	3.53	12.5	65532	838	n/a	65532	812	n/a	5864	778	n/a	7696	812	n/a	
1091	13037448	n/a	0	0	C9	N	0	01000000010	810	497	35.1	3.20	9.32	62424	810	n/a	35656	768	n/a	2756	752	n/a	3520	782	n/a	
1092	13037465	n/a	0	0	C9	N	0	01000000010	432	232	29.3	2.45	4.78	65532	432	n/a	38276	432	n/a	3076	432	n/a	3444	432	n/a	
1093	13037494	n/a	0	0	C9	N	0	01000000010	520	311	45.6	4.01	10.7	65532	520	n/a	65532	506	n/a	5564	470	n/a	7616	490	n/a	
1094	13037523	n/a	0	0	C9	N	0	01000000010	810	475	28.9	2.66	8.01	63968	810	n/a	26988	810	n/a	2016	802	n/a	2776	806	n/a	
1095	13037561	n/a	0	0	C9	N	0	01000000010	856	545	23.5	2.44	9.61	65532	856	n/a	19696	856	n/a	1584	856	n/a	2312	852	n/a	
1096	13037626	n/a	0	0	C9	N	0	01000000010	808	486	39.1	3.48	9.02	65532	808	n/a	48632	778	n/a	3728	750	n/a	4620	776	n/a	
1097	13037633	n/a	0	0	C9	N	0	01000000010	946	502	45.3	4.06	10.5	65532	946	n/a	46520	946	n/a	3636	938	n/a	4332	940	n/a	
1098	13037669	n/a	0	0	C9	N	0	01001000010	1402	720	60.8	5.42	17.0	64672	1402	n/a	51820	1372	n/a	4072	1348	n/a	5404	1388	n/a	
1099	13037738	n/a	0	0	C9	N	0	01000000010	782	451	34.7	3.16	9.21	65532	782	n/a	32036	742	n/a	2568	714	n/a	3108	742	n/a	
1100	13037741	n/a	0	0	C9	N	0	01000000010	532	335	35.8	3.23	8.41	65532	532	n/a	65532	530	n/a	6172	496	n/a	9152	512	n/a	
1101	13037839	n/a	0	0	C9	N	0	01000000010	508	263	34.5	3.08	8.84	65532	508	n/a	24400	508	n/a	1864	502	n/a	3240	508	n/a	
1102	13037850	n/a	0	0	C9	N	0	01001000010	1010	651	28.9	2.98	13.4	65532	1010	n/a	20972	1010	n/a	1668	1008	n/a	2620	1010	n/a	
1103	13037851	n/a	0	0	C9	N	0	01000000010	918	539	31.1	2.89	9.40	65532	918	n/a	59980	860	n/a	4644	856	n/a	6428	862	n/a	
1104	13037852	n/a	0	0	C9	N	0	01000000010	768	505	41.1	4.09	10.5	65532	768	n/a	65532	768	n/a	7688	766	n/a	9660	766	n/a	
1105	13037917	n/a	0	0	C9	N	0	01000000010	872	580	39.9	3.76	10.7	65532	872	n/a	65532	872	n/a	5996	868	n/a	8776	870	n/a	
1106	13037941	n/a	0	0	C9	N	0	01000000010	904	473	42.9	3.80	9.51	64596	904	n/a	54328	904	n/a	4260	894	n/a	5036	896	n/a	
1107	13037952	n/a	0	0	C9	N	0	01000000010	854	541	42.3	4.22	12.1	65532	854	n/a	65532	804	n/a	7404	788	n/a	8844	822	n/a	
1108	13038005	n/a	0	0	C9	N	0	01000000010	478	212	27.2	2.32	5.05	65532	478	n/a	32540	466	n/a	2544	388	n/a	3684	440	n/a	
1109	13038020	n/a	0	0	C9	N	0	01000000010	892	389	46.1	4.02	8.75	65532	892	n/a	40940	892	n/a	3252	884	n/a	4004	876	n/a	
1110	13038035	n/a	0	0	C9	N	0	01000000010	718	299	25.4	2.14	4.17	44108	718	n/a	27060	682	n/a	2104	660	n/a	2272	682	n/a	
1111	13038126	n/a	0	0	C9	N	0	01000000010	850	544	44.7	4.02	11.3	65532	850	n/a	37668	850	n/a	3052	846	n/a	3652	838	n/a	
1112	13038217	n/a	0	0	C9	N	0	01000000010	628	298	41.1	3.54	8.03	65532	628	n/a	37588	628	n/a	3036	628	n/a	3560	628	n/a	
1113	13038328	n/a	0	0	C9	N	0	01000000010	922	446	39.4	3.40	8.22	60892	922	n/a	30108	872	n/a	2324	850	n/a	2804	878	n/a	
1114	13038331	n/a	0	0	C9	N	0	01000000010	1058	568	47.5	4.46	12.5	65532	1058	n/a	31700	1058	n/a	2500	1050	n/a	3340	1058	n/a	
1115	13038355	n/a	0	0	C9	N	0	01000000010	658	273	24.9	2.10	4.42	40760	658	n/a	33552	644	n/a	2600	628	n/a	3016	628	n/a	
1116	13038404	n/a	0	0	C9	N	0	01000000010	1140	650	43.3	4.01	12.1	65532	1140	n/a	30732	1138	n/a	2416	1126	n/a	3188	1116	n/a	
1117	13038416	n/a	0	0	C9	N	0	01000000010	930	492	50.3	4.54	12.8	65532	930	n/a	46096	930	n/a	3612	912	n/a	5220	928	n/a	
1118	13038429	n/a	0	0	C9	N	0	01000000010	1042	681	47.8	4.37	12.4	65532	1042	n/a	46948	1042	n/a	3636	1026	n/a	4700	1020	n/a	
1119	13038485	n/a	0	0	C9	N	0	01000000010	1018	454	44.2	3.78	8.83	65532	1018	n/a	35192	986	n/a	2752	972	n/a	3192	1004	n/a	
1120	13038519	n/a	0	0	C9	N	0	01000000010	934	466	37.8	3.38	9.19	54056	934	n/a	33888	896	n/a	2688	876	n/a	3516	902	n/a	
1121	13038577	n/a	0	0	C9	N	0	01000000010	448	335	32.8	3.36	9.43	65532	448	n/a	65532	448	n/a	7644	448	n/a	11232	444	n/a	
1122	13038610	n/a	0	0	C9	N	0	01000000010	576	386	38.9	3.57	11.0	65532	576	n/a	34168	576	n/a	2656	574	n/a	3456	574	n/a	
1123	13038622	n/a	0	0	C9	N	0	01000000010	1038	511	48.0	4.34	12.3	64744	1038	n/a	43460	1038	n/a	3328	1006	n/a	4276	1032	n/a	
1124	13038623	n/a	0	0	C9	N	0	01000000010	902	498	36.4	3.31	9.18	65532	902	n/a	37472	902	n/a	2924	896	n/a	3904	888	n/a	
1125	13038647	n/a	0	0	C9	N	0	01000000010	840	532	40.6	3.63	10.3	64176	840	n/a	65532	782	n/a	5340	778	n/a	6420	778	n/a	
1126	13038648	n/a	0	0	C9	N	0	01000000010	502	358	47.7	4.19	11.4	65532	502	n/a	41436	502	n/a	3164	502	n/a	4016	502	n/a	
1127	13038702	n/a	0	0	C9	N	0	01000000010	844	450	32.1	2.89	8.22	55392	844	n/a	43216	796	n/a	3352	780	n/a	4116	806	n/a	
1128	13038992	n/a	0	0	C9	N	0	01000000010	770	495	45.0	4.08	11.6	65532	770	n/a	65532	770	n/a	5492	770	n/a	7268	768	n/a	
1129	13039065	n/a	0	0	C9	N	0	01000000010	936	616	44.9	4.03	12.1	65532	936	n/a	42360	884	n/a	3292	862	n/a	4272	888	n/a	
1130	13039083	n/a	0	0	C9	N	0	01000000010	1084	697	45.4	4.13	12.1	65532	1084	n/a	38436	1084	n/a	3032	1046	n/a	4160	1066	n/a	
1131	13039110	n/a	0	0	C9	N	0	01000000010	876	532	32.7	2.96	8.81	64304	876	n/a	35572	876	n/a	2776	856	n/a	3520	876	n/a	
1132	13039194	n/a	0	0	C9	N	0	01000000010	856	536	32.3	3.21	12.9	65532	856	n/a	30676	856	n/a	2424	848	n/a	4012	846	n/a	
1133	13039355	n/a	0	0	C9	N	0	01000000010	960	562	40.5	3.60	9.44	63588	960	n/a	56852	960	n/a	4480	944	n/a	5672	946	n/a	
1134	13039839	n/a	0	0	C9	N	0	10000000000	186	15.5	0.33	0.06	0.07	8292	186	n/a	408	186	n/a	64	180	n/a	128	154	n/a	
1135	13039991	n/a	0	0	C9	N	0	00000011000	60	10.3	0.39	0.04	0.10	20896	60	n/a	1044	60	n/a	100	56	n/a	240	54	n/a	
1136	13040250	n/a	0	0	C9	N	0	01000000010	888	574	47.6	4.32	12.6	65532	888	n/a	44352	888	n/a	3532	886	n/a	4528	882	n/a	
1137	13040439	n/a	0	0	C9	N	0	00000011000	60	17.2	0.10	0.01	0.06	42340	60	n/a	276	60	n/a	44	48	n/a	128	60	n/a	
1138	13040597	n/a	0	0	C9	N	0	00000011100	66	4.95	0.05	0.02	0.01	8516	66	n/a	92	66	n/a	52	56	n/a	52	52	n/a	
1139	13041104	n/a	0	0	C9	N	0	01000000010	696	459	32.8	3.17	9.85	65532	696	n/a	65532	696	n/a	6300	690	n/a	8356	690	n/a	
1140	13041209	n/a	0	0	C9	N	0	00000011100	60	6.74	0.25	0.03	0.05	13736	60	n/a	676	60	n/a	92	56	n/a	168	56	n/a	
1141	13041219	n/a	0	0	C9	N	0	01000000010	766	396	35.6	3.32	9.14	56452	766	n/a	65532	730	n/a	6236	718	n/a	7776	716	n/a	
1142	13041646	n/a	0	0	C9	N	0	01000000010	1098	576	36.4	3.36	10.4	65532	1098	n/a	28592	1098	n/a	2220	1096	n/a	2716	1088	n/a	
1143	13041884	n/a	0	0	C9	N	0	00000011100	72	12.7	0.07	0.01	0.07	21924	72	n/a	132	72	n/a	52	52	n/a	164	68	n/a	
1144	13042308	n/a	0	0	C9	N	0	00000011000	64	15.8	0.14	0.02	0.05	32124	64	n/a	340	64	n/a	48	58	n/a	144	52	n/a	
1145	13042815	n/a	0	0	C9	N	0	00000011000	64	15.5	0.28	0.03	0.07	32896	64	n/a	796	64	n/a	76	54	n/a	260	52	n/a	
1146	13046609	n/a	0	0	C9	N	0	01000000010	872	496	22.4	2.25	9.08	65532	872	n/a	20780	872	n/a	1540	862	n/a	1904	860	n/a	
1147	13047604	n/a	0	0	C9	N	0	00000011000	62	14.4	0.12	0.04	0.09	32188	62	n/a	312	62	n/a	80	62	n/a	236	62	n/a	
1148	13061211	n/a	0	0	C10	N	0	01000000010	638	418	44.8	4.13	10.6	65532	638	n/a	56872	638	n/a	4412	638	n/a	5680	634	n/a	
1149	13064967	n/a	0	0	C10	N	0	01000000000	480	172	1.22	0.26	2.64	45640	480	n/a	580	476	n/a	132	472	n/a	1336	476	n/a	
1150	13091830	n/a	0	0	D1	N	0	00000000000	86	35.8	0.18	0.01	0.02	56076	86	n/a	588	86	n/a	40	54	n/a	60	52	n/a	
1151	13091866	n/a	0	0	D1	N	0	01000000010	692	273	33.0	2.75	5.06	52704	692	n/a	42604	668	n/a	3340	654	n/a	4180	662	n/a	
1152	13091952	n/a	0	0	D1	N	0	01001000010	842	479	39.2	3.72	15.9	59124	842	n/a	34480	804	n/a	2688	778	n/a	5016	816	n/a	
1153	13091954	n/a	0	0	D1	N	0	01000000010	826	479	34.7	3.10	8.49	63796	826	n/a	35756	778	n/a	2828	768	n/a	3472	798	n/a	
1154	13091980	n/a	0	0	D1	N	0	01000000010	900	449	28.4	2.73	10.1	65532	900	n/a	20036	900	n/a	1580	892	n/a	2356	888	n/a	
1155	13091981	n/a	0	0	D1	N	0	01000000010	864	537	34.4	3.31	9.57	65532	864	n/a	65532	864	n/a	6292	854	n/a	8048	862	n/a	
1156	13091983	n/a	0	0	D1	N	0	01000000010	832	478	32.1	2.97	9.23	64680	832	n/a	32408	832	n/a	2556	822	n/a	3244	810	n/a	
1157	13092008	n/a	0	0	D1	N	0	01000000010	538	193	25.2	2.07	3.48	48136	538	n/a	35492	520	n/a	2764	502	n/a	3368	510	n/a	
1158	13092011	n/a	0	0	D1	N	0	01000000010	874	558	42.7	3.90	11.0	65532	874	n/a	50792	874	n/a	3848	866	n/a	4668	868	n/a	
1159	13092029	n/a	0	0	D1	N	0	01000000010	570	201	21.0	1.70	2.77	37752	570	n/a	28240	552	n/a	2156	512	n/a	2348	540	n/a	
1160	13092040	n/a	0	0	D1	N	0	01000000010	350	154	20.0	1.68	3.19	65532	350	n/a	65328	350	n/a	5248	344	n/a	6216	338	n/a	
1161	13092047	n/a	0	0	D1	N	0	01000000010	950	580	40.4	3.71	11.8	65532	950	n/a	31148	950	n/a	2352	932	n/a	2780	928	n/a	
1162	13092056	n/a	0	0	D1	N	0	01000000010	946	556	39.0	3.56	11.0	65532	946	n/a	35304	946	n/a	2728	926	n/a	3488	936	n/a	
1163	13092064	n/a	0	0	D1	N	0	01000000010	682	307	18.2	1.68	4.69	54344	682	n/a	20040	682	n/a	1612	680	n/a	2068	676	n/a	
1164	13092067	n/a	0	0	D1	N	0	01000000010	854	493	31.2	2.90	8.71	65532	854	n/a	45940	826	n/a	3676	808	n/a	4824	834	n/a	
1165	13092099	n/a	0	0	D1	N	0	01000000010	506	323	43.0	4.18	11.0	65532	506	n/a	65532	500	n/a	6868	486	n/a	10932	482	n/a	
1166	13092100	n/a	0	0	D1	N	0	01000000010	898	488	26.6	2.51	9.55	65532	898	n/a	27328	858	n/a	2116	854	n/a	2844	860	n/a	
1167	13092104	n/a	0	0	D1	N	0	01000000010	902	517	25.2	2.46	9.11	64568	902	n/a	28348	852	n/a	2316	860	n/a	3780	862	n/a	
1168	13092115	n/a	0	0	D1	N	0	01001000010	322	239	57.9	5.15	13.2	65532	322	n/a	46896	322	n/a	3804	314	n/a	6564	320	n/a	
1169	13092134	n/a	0	0	D1	N	0	01000000010	742	352	32.3	2.82	6.52	50500	742	n/a	55332	742	n/a	4260	738	n/a	5108	734	n/a	
1170	13092180	n/a	0	0	D1	N	0	01000000010	536	349	31.0	2.92	9.17	65532	536	n/a	65532	536	n/a	6088	536	n/a	9464	536	n/a	
1171	13092203	n/a	0	0	D1	N	0	01000000010	774	294	29.9	2.40	4.45	41344	774	n/a	32344	758	n/a	2536	736	n/a	2812	736	n/a	
1172	13092207	n/a	0	0	D1	N	0	01000000010	322	173	23.0	1.92	3.51	65532	322	n/a	47796	322	n/a	3740	318	n/a	5180	322	n/a	
1173	13092214	n/a	0	0	D1	N	0	01000000010	834	593	25.6	2.51	9.58	65532	834	n/a	34284	798	n/a	2756	788	n/a	4508	798	n/a	
1174	13092216	n/a	0	0	D1	N	0	01001000010	910	406	40.4	3.70	13.5	52240	910	n/a	38864	878	n/a	3024	838	n/a	3836	874	n/a	
1175	13092333	n/a	0	0	D1	N	0	01000000010	960	496	32.3	2.86	7.70	57172	960	n/a	33808	960	n/a	2644	944	n/a	3232	944	n/a	
1176	13092339	n/a	0	0	D1	N	0	01000000010	944	570	37.0	3.28	9.60	65532	944	n/a	33036	904	n/a	2520	898	n/a	3276	912	n/a	
1177	13092340	n/a	0	0	D1	N	0	01000000010	712	472	29.6	2.78	11.1	65532	712	n/a	28120	712	n/a	2180	710	n/a	3120	708	n/a	
1178	13092348	n/a	0	0	D1	N	0	01000000010	350	226	46.4	4.01	9.36	65532	350	n/a	42208	346	n/a	3380	328	n/a	5488	348	n/a	
1179	13092358	n/a	0	0	D1	N	0	01000000010	376	141	24.4	2.09	3.36	65532	376	n/a	65532	374	n/a	6384	354	n/a	7124	330	n/a	
1180	13092368	n/a	0	0	D1	N	0	01000000010	510	270	20.6	1.78	4.11	65532	510	n/a	29324	484	n/a	2376	476	n/a	4196	486	n/a	
1181	13092383	n/a	0	0	D1	N	0	01001000010	930	593	49.2	4.67	19.1	65532	930	n/a	44668	880	n/a	3436	866	n/a	4656	908	n/a	
1182	13092432	n/a	0	0	D1	N	0	01001000010	854	524	47.0	4.48	15.5	65532	854	n/a	47280	854	n/a	3684	848	n/a	6252	854	n/a	
1183	13092469	n/a	0	0	D1	N	0	01000000010	650	247	28.7	2.35	4.12	49320	650	n/a	39132	650	n/a	3024	636	n/a	3556	648	n/a	
1184	13092482	n/a	0	0	D1	N	0	01000000010	818	506	41.3	3.71	9.81	65532	818	n/a	65532	782	n/a	5672	776	n/a	8132	778	n/a	
1185	13092516	n/a	0	0	D1	N	0	01000000010	848	358	23.4	2.17	5.96	47964	848	n/a	23392	848	n/a	1828	842	n/a	2300	842	n/a	
1186	13092533	n/a	0	0	D1	N	0	01000000010	746	469	34.4	3.17	9.25	65532	746	n/a	34456	738	n/a	2720	730	n/a	3196	734	n/a	
1187	13092533	n/a	0	0	D1	N	0	01000000010	1012	644	45.8	3.89	11.0	65532	1012	n/a	38676	948	n/a	3052	928	n/a	3756	972	n/a	
1188	13092568	n/a	0	0	D1	N	0	01000000010	858	517	33.7	3.02	9.29	62404	858	n/a	33520	816	n/a	2580	788	n/a	3152	816	n/a	
1189	13092602	n/a	0	0	D1	N	0	01000000010	736	329	22.3	1.95	3.93	64304	736	n/a	24144	712	n/a	1952	710	n/a	3036	696	n/a	
1190	13092633	n/a	0	0	D1	N	0	01000000010	306	155	15.2	1.25	2.41	65532	306	n/a	20524	304	n/a	1564	284	n/a	2140	294	n/a	
1191	13092639	n/a	0	0	D1	N	0	01000000010	700	404	50.6	4.47	11.7	65532	700	n/a	41216	700	n/a	3288	668	n/a	4504	688	n/a	
1192	13092649	n/a	0	0	D1	N	0	01000000010	640	389	33.2	3.20	7.79	65532	640	n/a	65532	624	n/a	6800	622	n/a	8080	622	n/a	
1193	13092725	n/a	0	0	D1	N	0	01000000010	310	192	27.0	2.20	3.67	65532	310	n/a	29948	310	n/a	2324	310	n/a	2896	310	n/a	
